Vardas Pavarde ND1 ND2 ND3 ND4 ND5 ND6 ND7 ND8 ND9 ND10 ND11 ND12 ND13 ND14 ND15 Egz.
vardas338 pavarde338 4 2 3 9 1 7 9 1 4 8 2 1 7 4 4 1
vardas339 pavarde339 6 1 4 7 1 1 3 9 4 6 10 1 10 7 5 3
vardas340 pavarde340 8 7 1 8 6 2 10 1 1 4 1 7 9 6 7 4
vardas341 pavarde341 7 3 2 9 5 4 9 9 9 10 9 10 6 6 5 3
vardas345 pavarde345 8 3 1 4 5 1 3 7 1 2 5 6 4 7 4 3
vardas346 pavarde346 8 1 8 5 9 2 9 7 3 10 3 7 4 3 8 1
vardas348 pavarde348 4 7 5 4 10 4 2 5 5 4 3 10 6 1 2 2
vardas351 pavarde351 6 8 8 4 6 2 6 10 5 4 2 8 9 5 7 4
vardas354 pavarde354 9 9 2 1 5 9 8 6 2 10 10 3 8 1 7 2
vardas356 pavarde356 2 7 10 8 6 9 3 9 9 4 1 8 4 9 1 4
vardas358 pavarde358 2 3 7 9 3 2 9 3 5 1 10 1 9 3 6 4
vardas359 pavarde359 1 9 6 5 9 7 3 10 1 4 2 8 1 5 7 4
vardas362 pavarde362 1 8 6 7 1 10 10 4 7 4 7 4 4 3 3 4
vardas363 pavarde363 5 6 5 4 4 5 6 7 6 5 10 2 10 6 7 1
vardas364 pavarde364 5 2 9 5 3 10 10 9 4 6 4 9 8 6 5 4
vardas368 pavarde368 2 1 1 1 4 4 6 2 1 1 10 6 10 9 3 1
vardas370 pavarde370 8 7 1 2 3 6 5 3 6 4 10 7 4 3 9 2
vardas371 pavarde371 3 6 4 6 9 8 4 10 2 5 8 8 2 4 8 1
vardas372 pavarde372 1 8 4 3 5 1 7 2 4 7 8 8 1 6 1 5
vardas373 pavarde373 3 5 10 1 2 6 1 5 2 10 5 5 3 2 5 3
vardas374 pavarde374 1 1 7 5 1 6 6 6 4 5 3 4 2 6 8 4
vardas375 pavarde375 10 9 4 1 4 6 8 7 5 2 1 8 3 6 2 3
vardas376 pavarde376 8 1 9 8 6 4 3 9 10 8 4 1 3 3 6 4
vardas378 pavarde378 2 10 7 7 5 1 7 4 10 10 6 4 2 1 7 2
vardas38 pavarde38 4 8 2 3 3 1 3 2 8 6 2 8 5 2 8 2
vardas380 pavarde380 1 5 8 8 5 4 1 5 3 9 8 4 9 7 7 2
vardas381 pavarde381 1 7 9 7 1 9 9 8 6 1 9 4 2 7 5 4
vardas383 pavarde383 6 2 7 8 10 8 7 7 8 5 2 1 1 6 4 1
vardas384 pavarde384 9 5 10 5 10 2 3 1 2 6 4 10 6 7 10 3
vardas386 pavarde386 2 8 5 1 9 7 3 3 5 7 4 2 5 4 6 5
vardas388 pavarde388 4 1 8 5 9 3 7 3 9 10 6 3 3 2 10 4
vardas39 pavarde39 2 2 8 1 5 1 9 6 2 7 7 3 2 10 7 5
vardas390 pavarde390 2 6 3 10 10 1 5 8 10 10 3 5 1 2 10 2
vardas396 pavarde396 1 7 10 7 3 6 6 7 8 9 1 7 7 3 6 1
vardas398 pavarde398 2 3 8 5 8 3 1 5 3 1 4 1 5 1 1 6
vardas4 pavarde4 7 6 7 10 4 8 5 6 3 6 5 8 5 5 4 1
vardas405 pavarde405 5 3 2 5 8 7 4 4 9 1 4 10 3 4 4 5
vardas407 pavarde407 4 5 1 1 1 5 7 1 5 2 10 9 5 6 3 2
vardas408 pavarde408 10 3 5 3 9 1 4 5 4 7 8 4 8 9 1 1
vardas409 pavarde409 3 3 3 6 7 9 6 3 3 8 1 7 3 5 10 4
vardas410 pavarde410 8 6 8 8 9 1 2 2 9 1 6 6 1 8 8 4
vardas411 pavarde411 10 10 1 7 1 8 9 3 7 2 1 1 6 1 4 5
vardas412 pavarde412 8 1 3 6 3 6 8 1 7 5 8 7 2 5 2 1
vardas414 pavarde414 7 3 6 1 10 3 2 8 9 1 7 10 6 8 3 2
vardas419 pavarde419 6 10 8 3 2 5 8 2 4 2 4 9 3 6 8 1
vardas420 pavarde420 9 9 5 6 2 9 9 1 2 1 5 8 7 10 7 4
vardas421 pavarde421 10 6 9 3 1 6 6 6 7 10 4 1 5 3 1 3
vardas43 pavarde43 7 4 7 4 4 5 5 4 10 8 3 6 9 10 1 3
vardas431 pavarde431 1 3 5 6 8 9 8 3 3 10 2 8 7 10 6 3
vardas432 pavarde432 4 6 3 7 5 10 1 5 5 3 10 5 2 7 4 2
vardas434 pavarde434 1 2 6 7 3 8 1 7 2 3 3 5 9 7 9 1
vardas435 pavarde435 6 7 10 4 7 1 6 5 7 3 10 10 10 9 8 2
vardas436 pavarde436 2 5 9 5 3 9 3 6 3 6 1 3 4 9 3 1
vardas438 pavarde438 5 7 4 9 7 9 5 10 4 7 2 9 5 7 9 1
vardas439 pavarde439 8 5 6 4 5 3 3 2 1 6 7 9 6 5 8 2
vardas441 pavarde441 3 6 8 10 10 3 1 2 8 7 10 5 1 10 6 3
vardas442 pavarde442 5 8 10 8 6 5 6 10 4 4 8 1 10 1 6 3
vardas446 pavarde446 6 5 8 9 4 1 7 6 2 7 9 3 3 5 2 3
vardas447 pavarde447 5 9 9 9 5 1 5 3 3 6 10 3 5 2 8 1
vardas45 pavarde45 4 6 1 9 1 5 2 2 4 6 10 4 5 2 6 1
vardas450 pavarde450 5 4 9 2 10 9 2 6 7 7 5 1 5 5 1 4
vardas451 pavarde451 6 10 7 8 4 4 3 4 9 1 7 8 7 2 4 1
vardas456 pavarde456 3 8 7 7 7 6 9 3 2 2 1 1 3 1 1 5
vardas458 pavarde458 3 5 4 9 10 2 2 3 5 4 3 8 4 3 4 3
vardas46 pavarde46 9 4 6 7 6 10 10 1 8 7 4 8 7 2 6 1
vardas461 pavarde461 8 1 6 9 8 4 3 3 3 7 4 8 8 9 6 4
vardas464 pavarde464 5 2 9 7 4 2 5 10 1 3 10 2 2 7 10 2
vardas469 pavarde469 5 8 2 2 4 6 4 1 6 6 5 3 3 7 3 5
vardas47 pavarde47 7 6 1 9 2 3 3 7 10 2 1 5 3 8 5 1
vardas470 pavarde470 7 9 5 1 1 8 1 7 2 9 1 10 7 7 9 1
vardas471 pavarde471 5 2 5 8 9 10 1 4 7 7 6 10 3 1 4 2
vardas472 pavarde472 9 1 2 9 10 5 8 1 5 8 2 1 5 2 2 1
vardas473 pavarde473 5 8 10 3 7 10 6 6 6 4 5 1 4 10 2 4
vardas474 pavarde474 2 3 3 1 9 2 3 3 9 7 4 5 8 7 7 3
vardas487 pavarde487 9 7 1 3 10 6 4 2 5 4 6 9 10 4 6 2
vardas492 pavarde492 9 1 1 5 7 5 8 4 2 4 3 5 2 10 3 3
vardas493 pavarde493 5 3 2 4 3 7 9 6 5 5 8 4 3 6 3 2
vardas495 pavarde495 3 9 1 7 5 2 4 1 8 1 4 1 6 8 4 3
vardas498 pavarde498 10 9 4 6 6 9 1 9 3 9 2 5 2 3 1 2
vardas499 pavarde499 9 4 9 5 2 5 9 8 7 3 4 5 4 5 7 3
vardas5 pavarde5 8 9 7 9 9 5 4 2 5 10 3 1 7 9 10 3
vardas50 pavarde50 3 3 5 6 2 8 6 8 2 7 10 9 2 4 4 4
vardas502 pavarde502 6 2 7 7 4 7 10 8 8 8 4 2 9 1 6 2
vardas503 pavarde503 10 7 9 3 4 5 7 7 4 3 2 8 7 4 4 2
vardas504 pavarde504 5 2 8 10 10 9 7 7 7 10 1 7 2 8 10 3
vardas506 pavarde506 1 6 7 2 4 4 8 2 5 10 8 9 8 8 3 3
vardas507 pavarde507 5 10 2 9 3 9 6 10 7 10 5 9 9 3 6 1
vardas51 pavarde51 8 10 9 7 8 1 5 9 5 9 2 7 9 6 3 2
vardas510 pavarde510 1 1 2 8 2 6 4 4 10 7 3 1 3 4 9 1
vardas512 pavarde512 8 6 10 1 3 3 4 3 1 6 5 6 1 3 8 1
vardas520 pavarde520 2 2 3 9 9 9 10 7 8 5 5 5 9 3 4 1
vardas521 pavarde521 4 8 7 5 7 7 8 2 2 1 10 6 8 3 5 1
vardas524 pavarde524 1 5 4 10 7 9 7 2 1 8 8 5 6 5 2 2
vardas528 pavarde528 3 4 8 8 9 10 5 3 3 6 4 9 2 7 6 1
vardas53 pavarde53 7 8 8 4 8 2 3 3 2 6 1 10 1 5 1 2
vardas530 pavarde530 7 7 6 5 9 3 9 1 10 5 1 2 1 7 2 4
vardas534 pavarde534 3 10 1 5 4 10 6 4 10 9 4 8 4 9 5 1
vardas535 pavarde535 2 1 3 2 6 5 1 10 5 4 4 3 8 10 8 2
vardas536 pavarde536 9 10 6 2 1 2 7 1 10 10 10 5 10 5 5 1
vardas538 pavarde538 10 6 8 1 9 4 1 8 3 2 3 5 6 9 5 4
vardas54 pavarde54 4 8 5 2 2 4 1 4 3 2 8 6 7 6 5 3
vardas540 pavarde540 3 1 5 2 5 7 1 9 8 5 3 6 4 10 9 3
vardas542 pavarde542 8 9 3 4 7 4 3 7 8 7 2 1 8 2 6 1
vardas544 pavarde544 3 8 10 9 1 4 7 8 3 8 1 2 2 6 3 2
vardas546 pavarde546 10 1 6 10 7 3 10 9 2 10 10 3 5 2 7 4
vardas549 pavarde549 1 2 7 6 10 4 7 5 6 3 4 3 2 7 10 3
vardas551 pavarde551 7 9 3 8 2 9 5 10 3 8 2 6 6 1 9 4
vardas553 pavarde553 2 4 6 4 3 10 3 7 9 4 3 4 7 3 9 2
vardas556 pavarde556 1 9 6 10 5 5 7 7 10 9 8 5 5 7 2 2
vardas557 pavarde557 2 4 5 9 8 4 3 8 6 3 3 1 2 10 3 2
vardas56 pavarde56 5 8 10 8 3 3 2 7 4 1 3 2 6 7 6 1
vardas561 pavarde561 3 10 2 10 2 10 3 7 3 8 2 6 5 1 2 1
vardas564 pavarde564 6 8 10 2 3 9 2 2 4 2 4 1 7 5 10 1
vardas565 pavarde565 8 1 6 2 1 10 8 1 7 4 6 4 8 2 2 4
vardas566 pavarde566 9 1 7 1 2 8 4 7 1 9 10 7 4 1 9 3
vardas567 pavarde567 1 7 4 4 6 3 6 2 6 1 5 6 4 8 1 4
vardas568 pavarde568 1 7 7 4 6 10 10 6 9 9 5 4 2 5 6 2
vardas569 pavarde569 1 1 5 6 5 2 9 1 3 6 8 8 3 8 2 3
vardas57 pavarde57 1 4 5 7 7 1 3 6 9 10 6 1 7 1 9 4
vardas571 pavarde571 7 9 5 2 1 3 4 5 10 1 2 3 10 3 7 3
vardas574 pavarde574 1 5 4 6 2 10 8 3 6 1 10 7 8 6 8 2
vardas576 pavarde576 2 3 5 5 3 5 10 10 5 9 6 3 6 5 6 3
vardas58 pavarde58 8 9 3 2 1 6 9 6 6 1 8 4 9 3 4 1
vardas580 pavarde580 5 8 7 10 9 3 2 3 7 8 4 6 7 7 2 2
vardas581 pavarde581 2 9 4 4 9 2 6 7 10 6 3 8 10 6 9 4
vardas582 pavarde582 4 7 6 4 1 9 8 8 7 1 5 5 7 6 8 1
vardas590 pavarde590 2 8 4 3 6 7 3 10 3 1 2 2 7 3 2 5
vardas592 pavarde592 4 7 2 9 5 6 9 8 6 10 9 2 5 2 6 4
vardas593 pavarde593 4 2 9 4 10 2 4 9 1 3 8 8 9 1 5 2
vardas596 pavarde596 8 5 3 3 6 5 2 9 8 3 6 2 2 7 1 3
vardas598 pavarde598 9 4 2 4 1 4 3 8 8 8 9 1 4 9 3 3
vardas599 pavarde599 4 7 3 5 2 10 9 5 10 10 8 2 4 9 1 2
vardas601 pavarde601 6 1 2 7 10 10 1 1 9 1 2 5 9 3 8 3
vardas604 pavarde604 10 5 8 8 6 5 4 9 6 4 3 5 4 4 8 4
vardas613 pavarde613 6 7 5 8 5 1 8 10 1 10 2 1 5 3 6 3
vardas614 pavarde614 4 9 10 4 2 7 2 8 7 9 8 9 8 5 5 3
vardas616 pavarde616 10 9 4 1 7 5 10 3 3 7 3 1 2 9 5 4
vardas618 pavarde618 2 8 2 8 2 1 2 5 8 7 7 1 5 3 6 4
vardas623 pavarde623 9 4 4 5 1 1 7 9 7 4 5 6 5 10 4 3
vardas624 pavarde624 3 5 1 8 3 3 9 6 3 4 4 8 2 3 8 1
vardas629 pavarde629 5 7 2 9 2 9 2 10 2 7 2 6 1 10 7 2
vardas634 pavarde634 1 5 1 5 9 2 3 6 2 3 9 3 2 6 10 3
vardas64 pavarde64 2 5 1 4 2 3 8 8 10 9 2 1 8 7 1 2
vardas640 pavarde640 10 8 6 5 4 4 10 9 7 8 10 3 1 9 1 4
vardas642 pavarde642 3 7 4 6 1 3 5 7 2 6 1 3 4 1 6 5
vardas649 pavarde649 2 5 2 6 1 10 5 7 3 4 4 8 4 9 4 2
vardas651 pavarde651 7 10 4 7 2 9 5 4 4 9 3 10 7 7 1 3
vardas653 pavarde653 1 7 4 2 7 9 7 3 9 2 2 5 8 2 9 4
vardas654 pavarde654 6 10 8 1 8 1 6 8 9 9 3 6 2 6 3 3
vardas656 pavarde656 10 5 7 9 8 4 6 6 5 1 3 6 6 7 8 2
vardas658 pavarde658 4 7 6 3 1 1 10 5 3 4 10 9 10 10 2 4
vardas659 pavarde659 7 6 5 6 7 1 2 3 7 2 9 3 1 10 10 4
vardas660 pavarde660 6 5 7 8 8 6 2 10 10 4 10 1 5 2 6 3
vardas661 pavarde661 9 2 8 7 3 1 1 9 4 10 4 4 9 5 7 4
vardas662 pavarde662 10 5 4 9 3 7 10 4 10 2 4 6 5 2 8 3
vardas666 pavarde666 4 5 8 9 2 4 6 10 6 9 2 9 3 9 7 3
vardas67 pavarde67 6 5 7 7 4 10 10 6 3 2 4 1 10 10 2 4
vardas670 pavarde670 8 3 6 5 6 8 9 9 2 2 2 5 3 1 4 4
vardas671 pavarde671 4 10 2 3 1 8 1 9 8 8 10 2 4 7 5 1
vardas672 pavarde672 1 2 5 8 10 3 6 3 7 9 7 1 1 1 5 5
vardas673 pavarde673 2 8 9 2 6 10 2 5 9 2 8 2 10 2 4 2
vardas676 pavarde676 7 2 4 9 7 1 9 2 5 1 7 1 8 9 8 2
vardas677 pavarde677 9 7 1 10 9 8 1 2 10 4 4 7 3 7 6 1
vardas679 pavarde679 4 9 6 2 8 7 3 9 2 6 5 4 2 3 4 1
vardas68 pavarde68 5 6 9 6 8 4 4 9 10 6 6 4 9 7 1 4
vardas682 pavarde682 9 10 8 3 7 3 7 3 8 10 6 8 10 5 2 1
vardas686 pavarde686 5 5 9 2 3 4 8 1 4 10 8 2 7 7 9 1
vardas69 pavarde69 4 7 2 9 8 1 6 2 2 1 4 1 1 5 6 5
vardas691 pavarde691 2 10 5 10 9 2 2 1 5 10 4 5 9 5 2 2
vardas698 pavarde698 7 3 8 7 1 1 10 4 3 5 8 8 5 3 8 3
vardas702 pavarde702 4 2 3 10 8 10 1 7 6 3 2 7 2 9 3 1
vardas703 pavarde703 9 6 3 10 9 4 2 1 4 1 3 1 8 4 2 1
vardas704 pavarde704 7 4 2 5 5 4 1 2 6 4 8 7 4 2 10 4
vardas705 pavarde705 9 2 4 8 5 5 10 9 7 5 1 6 8 2 8 4
vardas708 pavarde708 5 1 1 8 2 7 10 7 2 6 8 1 4 1 9 4
vardas710 pavarde710 1 8 1 2 6 2 10 10 7 8 10 2 10 10 8 1
vardas711 pavarde711 5 6 5 5 10 10 6 1 3 3 1 2 3 8 5 3
vardas712 pavarde712 8 7 7 3 10 8 2 6 5 4 10 5 5 7 5 1
vardas713 pavarde713 4 1 6 5 1 3 5 5 7 7 8 2 5 4 4 2
vardas714 pavarde714 2 2 6 1 10 8 9 4 3 10 10 7 8 6 8 1
vardas716 pavarde716 3 1 10 2 10 10 8 4 9 9 1 6 5 10 7 3
vardas717 pavarde717 4 4 1 4 7 5 8 5 7 6 9 5 9 4 4 1
vardas721 pavarde721 7 3 8 3 3 2 5 9 6 4 4 6 5 9 2 3
vardas722 pavarde722 2 8 5 6 6 2 3 8 10 8 1 5 5 4 2 1
vardas723 pavarde723 6 9 3 10 2 7 9 8 2 2 3 7 2 7 1 3
vardas724 pavarde724 6 8 8 1 1 2 10 10 10 3 6 4 6 8 4 3
vardas725 pavarde725 8 8 3 10 4 3 7 6 4 1 4 5 7 6 7 2
vardas727 pavarde727 5 2 8 1 4 4 8 7 4 1 3 3 8 9 6 3
vardas729 pavarde729 4 2 6 7 7 5 5 3 7 7 5 5 7 10 9 2
vardas73 pavarde73 1 4 6 9 6 1 10 10 9 1 3 5 10 1 2 3
vardas730 pavarde730 2 7 5 7 4 6 9 2 10 6 10 3 8 7 10 3
vardas737 pavarde737 3 4 4 3 2 4 4 7 1 4 1 4 5 3 1 3
vardas739 pavarde739 1 2 2 2 7 5 9 8 10 1 1 5 3 2 7 1
vardas74 pavarde74 1 1 7 4 10 1 9 4 9 8 4 2 1 1 6 1
vardas740 pavarde740 7 7 8 8 2 7 7 6 9 3 9 4 2 7 4 2
vardas744 pavarde744 5 8 4 1 10 5 4 6 5 3 3 3 6 1 8 4
vardas746 pavarde746 7 10 10 6 5 6 3 1 8 5 3 5 7 10 1 1
vardas747 pavarde747 3 7 5 3 7 10 6 7 5 4 4 10 3 10 9 1
vardas748 pavarde748 9 9 8 3 6 10 5 5 4 7 9 10 9 9 3 1
vardas749 pavarde749 6 9 5 4 10 1 1 4 6 6 6 1 5 4 1 5
vardas752 pavarde752 8 9 4 7 3 9 10 5 2 7 7 3 5 9 4 2
vardas756 pavarde756 4 1 6 1 6 9 10 8 8 5 4 6 1 3 3 4
vardas759 pavarde759 9 9 7 5 10 6 1 10 4 3 2 10 4 2 1 4
vardas761 pavarde761 8 3 2 10 8 2 9 3 6 2 5 9 3 5 3 2
vardas763 pavarde763 6 4 8 5 5 6 7 2 10 1 1 2 8 5 5 4
vardas764 pavarde764 6 9 5 4 6 7 5 8 5 2 5 3 5 7 1 2
vardas765 pavarde765 10 8 6 6 6 2 8 5 5 10 8 2 4 3 7 1
vardas767 pavarde767 7 4 6 2 7 5 8 1 4 5 4 7 9 3 7 1
vardas768 pavarde768 6 3 9 5 5 6 9 6 9 7 5 7 5 3 7 3
vardas77 pavarde77 3 1 7 6 10 6 7 2 2 5 4 8 3 8 4 4
vardas772 pavarde772 2 1 6 7 3 1 10 4 10 2 10 2 10 1 4 5
vardas773 pavarde773 7 9 7 5 3 3 3 7 1 8 5 6 1 2 5 2
vardas783 pavarde783 4 4 4 8 9 2 7 9 9 6 7 1 8 3 1 4
vardas787 pavarde787 1 7 3 9 10 9 5 9 3 1 5 1 8 6 8 3
vardas79 pavarde79 5 10 6 6 8 4 10 1 8 3 8 3 10 1 6 1
vardas794 pavarde794 10 2 4 3 10 1 10 8 9 4 5 1 6 4 10 2
vardas797 pavarde797 10 3 10 7 2 10 4 1 7 8 8 6 10 2 3 3
vardas799 pavarde799 2 3 7 4 2 10 6 10 9 3 8 10 6 2 4 4
vardas804 pavarde804 7 5 9 4 9 5 9 4 1 8 9 3 1 5 3 3
vardas805 pavarde805 6 1 5 7 2 4 1 1 3 7 8 2 6 4 5 4
vardas808 pavarde808 6 7 5 5 5 9 6 2 1 1 3 9 9 4 3 1
vardas809 pavarde809 1 5 4 4 6 8 7 5 1 4 9 9 7 8 6 2
vardas81 pavarde81 1 6 3 8 10 2 10 7 4 7 9 5 7 7 8 3
